"ensembl_id","ensembl_gene_id","gene_name","gene_biotype","entrezid","description"
"ENSDARG00000054199","ENSDARG00000054199","mthfd2l","protein_coding",327496,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:ZFIN;Acc:ZDB-GENE-030131-5707]"
"ENSDARG00000054201","ENSDARG00000054201","rnf40","protein_coding",NA,"ring finger protein 40 [Source:ZFIN;Acc:ZDB-GENE-030131-6607]"
"ENSDARG00000054202","ENSDARG00000054202","hbl4","protein_coding",100137128,"hexose-binding lectin 4 [Source:ZFIN;Acc:ZDB-GENE-070912-287]"
"ENSDARG00000054203","ENSDARG00000054203","npffr1l1","protein_coding",559950,"neuropeptide FF receptor 1 like 1 [Source:ZFIN;Acc:ZDB-GENE-091118-18]"
"ENSDARG00000054207","ENSDARG00000054207","CU682777.1","transcribed_unprocessed_pseudogene",567285,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 7.1, pseudogene [Source:NCBI gene;Acc:567285]"
"ENSDARG00000054208","ENSDARG00000054208","phkg2","protein_coding",393937,"phosphorylase kinase, gamma 2 (testis) [Source:ZFIN;Acc:ZDB-GENE-040426-825]"
"ENSDARG00000054211","ENSDARG00000054211","st8sia7.1","protein_coding",751830,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 7.1 [Source:ZFIN;Acc:ZDB-GENE-090504-4]"
"ENSDARG00000054213","ENSDARG00000054213","hectd1","protein_coding",100002034,"HECT domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030616-153]"
"ENSDARG00000054218","ENSDARG00000054218","si:ch73-269m23.5","protein_coding",100002437,"si:ch73-269m23.5 [Source:ZFIN;Acc:ZDB-GENE-110411-68]"
"ENSDARG00000054220","ENSDARG00000054220","ap4s1","protein_coding",368852,"adaptor related protein complex 4 subunit sigma 1 [Source:ZFIN;Acc:ZDB-GENE-030616-404]"
"ENSDARG00000054222","ENSDARG00000054222","fbxl8","protein_coding",641481,"F-box and leucine-rich repeat protein 8 [Source:ZFIN;Acc:ZDB-GENE-051120-81]"
"ENSDARG00000054224","ENSDARG00000054224","ipo11","protein_coding",432373,"importin 11 [Source:ZFIN;Acc:ZDB-GENE-040711-1]"
"ENSDARG00000054237","ENSDARG00000054237","taar16a","protein_coding",103911781,"trace amine associated receptor 16a [Source:ZFIN;Acc:ZDB-GENE-100514-1]"
"ENSDARG00000054239","ENSDARG00000054239","ghrl","protein_coding",798613,"ghrelin/obestatin prepropeptide [Source:ZFIN;Acc:ZDB-GENE-070622-2]"
"ENSDARG00000054250","ENSDARG00000054250","crbn","protein_coding",445491,"cereblon [Source:ZFIN;Acc:ZDB-GENE-040822-43]"
"ENSDARG00000054251","ENSDARG00000054251","pqlc3","protein_coding",447876,"PQ loop repeat containing 3 [Source:ZFIN;Acc:ZDB-GENE-040912-40]"
"ENSDARG00000054252","ENSDARG00000054252","taar18d","protein_coding",NA,"trace amine associated receptor 18d [Source:ZFIN;Acc:ZDB-GENE-060413-12]"
"ENSDARG00000054253","ENSDARG00000054253","sobpa","protein_coding",573683,"sine oculis binding protein homolog (Drosophila) a [Source:ZFIN;Acc:ZDB-GENE-090313-313]"
"ENSDARG00000054255","ENSDARG00000054255","tctex1d2","protein_coding",553323,"Tctex1 domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-081104-219]"
"ENSDARG00000054259","ENSDARG00000054259","nat10","protein_coding",393617,"N-acetyltransferase 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1543]"
"ENSDARG00000054261","ENSDARG00000054261","taar20c","protein_coding",100001854,"trace amine associated receptor 20c [Source:ZFIN;Acc:ZDB-GENE-060414-7]"
"ENSDARG00000054264","ENSDARG00000054264","cog4","protein_coding",569049,"component of oligomeric golgi complex 4 [Source:ZFIN;Acc:ZDB-GENE-060312-33]"
"ENSDARG00000054271","ENSDARG00000054271","cdkn1bb","protein_coding",368329,"cyclin-dependent kinase inhibitor 1Bb [Source:ZFIN;Acc:ZDB-GENE-030521-13]"
"ENSDARG00000054272","ENSDARG00000054272","caprin1b","protein_coding",406341,"cell cycle associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2020]"
"ENSDARG00000054288","ENSDARG00000054288","zgc:63972","protein_coding",572862,"zgc:63972 [Source:ZFIN;Acc:ZDB-GENE-040426-1320]"
"ENSDARG00000054290","ENSDARG00000054290","acin1a","protein_coding",368893,"apoptotic chromatin condensation inducer 1a [Source:ZFIN;Acc:ZDB-GENE-030616-583]"
"ENSDARG00000054292","ENSDARG00000054292","si:ch211-14a17.11","protein_coding",368892,"si:ch211-14a17.11 [Source:ZFIN;Acc:ZDB-GENE-030616-582]"
"ENSDARG00000054300","ENSDARG00000054300","dhrs1","protein_coding",368670,"dehydrogenase/reductase (SDR family) member 1 [Source:ZFIN;Acc:ZDB-GENE-030616-591]"
"ENSDARG00000054301","ENSDARG00000054301","kti12","protein_coding",751662,"KTI12 chromatin associated homolog [Source:ZFIN;Acc:ZDB-GENE-060825-174]"
"ENSDARG00000054302","ENSDARG00000054302","ehd4","protein_coding",569546,"EH-domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-060810-22]"
"ENSDARG00000054304","ENSDARG00000054304","homeza","protein_coding",368671,"homeobox and leucine zipper encoding a [Source:ZFIN;Acc:ZDB-GENE-030616-592]"
"ENSDARG00000054307","ENSDARG00000054307","zgc:77151","protein_coding",337153,"zgc:77151 [Source:ZFIN;Acc:ZDB-GENE-030131-9097]"
"ENSDARG00000054312","ENSDARG00000054312","slc38a6","protein_coding",336741,"solute carrier family 38, member 6 [Source:ZFIN;Acc:ZDB-GENE-050522-51]"
"ENSDARG00000054313","ENSDARG00000054313","si:ch211-14a17.6","protein_coding",100007955,"si:ch211-14a17.6 [Source:ZFIN;Acc:ZDB-GENE-030616-589]"
"ENSDARG00000054318","ENSDARG00000054318","stk33","protein_coding",565828,"serine/threonine kinase 33 [Source:ZFIN;Acc:ZDB-GENE-040724-242]"
"ENSDARG00000054319","ENSDARG00000054319","oxct1b","protein_coding",560273,"3-oxoacid CoA transferase 1b [Source:ZFIN;Acc:ZDB-GENE-060929-212]"
"ENSDARG00000054320","ENSDARG00000054320","ap2a1","protein_coding",558153,"adaptor related protein complex 2 subunit alpha 1 [Source:ZFIN;Acc:ZDB-GENE-090302-2]"
"ENSDARG00000054321","ENSDARG00000054321","ngs","protein_coding",572199,"notochord granular surface [Source:ZFIN;Acc:ZDB-GENE-080722-29]"
"ENSDARG00000054323","ENSDARG00000054323","pparab","protein_coding",557714,"peroxisome proliferator-activated receptor alpha b [Source:ZFIN;Acc:ZDB-GENE-990415-211]"
"ENSDARG00000054324","ENSDARG00000054324","rerglb","protein_coding",566719,"RERG/RAS-like b [Source:ZFIN;Acc:ZDB-GENE-040724-73]"
"ENSDARG00000054331","ENSDARG00000054331","wisp1a","protein_coding",560713,"WNT1 inducible signaling pathway protein 1a [Source:ZFIN;Acc:ZDB-GENE-070705-178]"
"ENSDARG00000054332","ENSDARG00000054332","trim66","protein_coding",566660,"tripartite motif containing 66 [Source:ZFIN;Acc:ZDB-GENE-040724-145]"
"ENSDARG00000054334","ENSDARG00000054334","dctpp1","protein_coding",393744,"dCTP pyrophosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1741]"
"ENSDARG00000054337","ENSDARG00000054337","ap1g2","protein_coding",100007877,"adaptor related protein complex 1 subunit gamma 2 [Source:ZFIN;Acc:ZDB-GENE-030616-587]"
"ENSDARG00000054340","ENSDARG00000054340","sla1","protein_coding",571922,"Src-like-adaptor 1 [Source:ZFIN;Acc:ZDB-GENE-050904-3]"
"ENSDARG00000054343","ENSDARG00000054343","slc7a8b","protein_coding",100007990,"solute carrier family 7 (amino acid transporter light chain, L system), member 8b [Source:ZFIN;Acc:ZDB-GENE-030616-586]"
"ENSDARG00000054344","ENSDARG00000054344","gabpb2b","protein_coding",561215,"GA binding protein transcription factor subunit beta 2b [Source:ZFIN;Acc:ZDB-GENE-050208-136]"
"ENSDARG00000054352","ENSDARG00000054352","lrrc9","protein_coding",NA,"leucine rich repeat containing 9 [Source:ZFIN;Acc:ZDB-GENE-080917-56]"
"ENSDARG00000054355","ENSDARG00000054355","dcaf7","protein_coding",337565,"ddb1 and cul4 associated factor 7 [Source:ZFIN;Acc:ZDB-GENE-030131-9511]"
"ENSDARG00000054362","ENSDARG00000054362","ccdc47","protein_coding",447812,"coiled-coil domain containing 47 [Source:ZFIN;Acc:ZDB-GENE-040912-15]"
"ENSDARG00000054363","ENSDARG00000054363","si:zfos-464b6.2","protein_coding",794433,"si:zfos-464b6.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5337]"
"ENSDARG00000054373","ENSDARG00000054373","b3gnt3.2","protein_coding",100002020,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tendem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-528]"
"ENSDARG00000054374","ENSDARG00000054374","alg13","protein_coding",557181,"ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:ZFIN;Acc:ZDB-GENE-060307-1]"
"ENSDARG00000054378","ENSDARG00000054378","pcbp3","protein_coding",553765,"poly(rC) binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-050522-157]"
"ENSDARG00000054389","ENSDARG00000054389","rhof","protein_coding",573655,"ras homolog family member F [Source:ZFIN;Acc:ZDB-GENE-050522-280]"
"ENSDARG00000054400","ENSDARG00000054400","si:ch211-198n5.11","protein_coding",100004018,"si:ch211-198n5.11 [Source:ZFIN;Acc:ZDB-GENE-050411-52]"
"ENSDARG00000054414","ENSDARG00000054414","spata17","protein_coding",799739,"spermatogenesis associated 17 [Source:ZFIN;Acc:ZDB-GENE-111214-1]"
"ENSDARG00000054418","ENSDARG00000054418","ssuh2.2","protein_coding",797699,"ssu-2 homolog, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-060421-4694]"
"ENSDARG00000054420","ENSDARG00000054420","rpe65c","protein_coding",100004076,"retinal pigment epithelium-specific protein 65c [Source:ZFIN;Acc:ZDB-GENE-081104-505]"
"ENSDARG00000054423","ENSDARG00000054423","slc7a6","protein_coding",57957,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6 [Source:ZFIN;Acc:ZDB-GENE-000607-21]"
"ENSDARG00000054433","ENSDARG00000054433","yipf6","protein_coding",415186,"Yip1 domain family, member 6 [Source:ZFIN;Acc:ZDB-GENE-040625-76]"
"ENSDARG00000054438","ENSDARG00000054438","fzd2","protein_coding",30370,"frizzled class receptor 2 [Source:ZFIN;Acc:ZDB-GENE-990415-224]"
"ENSDARG00000054442","ENSDARG00000054442","cbx1b","protein_coding",415180,"chromobox homolog 1b (HP1 beta homolog Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040625-68]"
"ENSDARG00000054446","ENSDARG00000054446","ccdc43","protein_coding",393631,"coiled-coil domain containing 43 [Source:ZFIN;Acc:ZDB-GENE-040426-1587]"
"ENSDARG00000054447","ENSDARG00000054447","slc29a1b","protein_coding",100331439,"solute carrier family 29 (equilibrative nucleoside transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-130415-4]"
"ENSDARG00000054448","ENSDARG00000054448","kif1c","protein_coding",NA,"kinesin family member 1C [Source:ZFIN;Acc:ZDB-GENE-090312-119]"
"ENSDARG00000054451","ENSDARG00000054451","loxl1","protein_coding",560115,"lysyl oxidase-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-693]"
"ENSDARG00000054454","ENSDARG00000054454","epha4a","protein_coding",64271,"eph receptor A4a [Source:ZFIN;Acc:ZDB-GENE-001207-7]"
"ENSDARG00000054456","ENSDARG00000054456","clip3","protein_coding",562450,"CAP-GLY domain containing linker protein 3 [Source:ZFIN;Acc:ZDB-GENE-131127-193]"
"ENSDARG00000054458","ENSDARG00000054458","slmapa","protein_coding",572011,"sarcolemma associated protein a [Source:ZFIN;Acc:ZDB-GENE-061013-184]"
"ENSDARG00000054473","ENSDARG00000054473","tinf2","protein_coding",566362,"TERF1 (TRF1)-interacting nuclear factor 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6168]"
"ENSDARG00000054501","ENSDARG00000054501","stambpa","protein_coding",797422,"STAM binding protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1551]"
"ENSDARG00000054510","ENSDARG00000054510","adrb2b","protein_coding",100037315,"adrenoceptor beta 2, surface b [Source:ZFIN;Acc:ZDB-GENE-070410-32]"
"ENSDARG00000054530","ENSDARG00000054530","rars","protein_coding",337070,"arginyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-9014]"
"ENSDARG00000054533","ENSDARG00000054533","araf","protein_coding",403063,"A-Raf proto-oncogene, serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-050102-2]"
"ENSDARG00000054534","ENSDARG00000054534","ACOT12","protein_coding",100536873,"acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:HGNC:24436]"
"ENSDARG00000054537","ENSDARG00000054537","nhsl1a","protein_coding",566695,"NHS-like 1a [Source:ZFIN;Acc:ZDB-GENE-050411-25]"
"ENSDARG00000054539","ENSDARG00000054539","lrp10","protein_coding",560361,"low density lipoprotein receptor-related protein 10 [Source:ZFIN;Acc:ZDB-GENE-140418-2]"
"ENSDARG00000054540","ENSDARG00000054540","imp4","protein_coding",436992,"IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040718-474]"
"ENSDARG00000054542","ENSDARG00000054542","il12bb","protein_coding",335994,"interleukin 12B, b [Source:ZFIN;Acc:ZDB-GENE-030131-7937]"
"ENSDARG00000054543","ENSDARG00000054543","samsn1a","protein_coding",336695,"SAM domain, SH3 domain and nuclear localisation signals 1a [Source:ZFIN;Acc:ZDB-GENE-030131-8639]"
"ENSDARG00000054548","ENSDARG00000054548","si:ch73-285p12.4","protein_coding",562362,"si:ch73-285p12.4 [Source:ZFIN;Acc:ZDB-GENE-110411-145]"
"ENSDARG00000054560","ENSDARG00000054560","her15.1","protein_coding",c(678530, 359836),"hairy and enhancer of split-related 15, tandem duplicate 1 [Source:NCBI gene;Acc:359836]"
"ENSDARG00000054562","ENSDARG00000054562","her15.1","protein_coding",100534909,"hairy and enhancer of split-related 15, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030707-2]"
"ENSDARG00000054570","ENSDARG00000054570","smg1","protein_coding",569810,"SMG1 phosphatidylinositol 3-kinase-related kinase [Source:ZFIN;Acc:ZDB-GENE-061013-767]"
"ENSDARG00000054572","ENSDARG00000054572","wdr95","protein_coding",557760,"WD40 repeat domain 95 [Source:ZFIN;Acc:ZDB-GENE-131127-243]"
"ENSDARG00000054574","ENSDARG00000054574","znhit1","protein_coding",407699,"zinc finger, HIT-type containing 1 [Source:ZFIN;Acc:ZDB-GENE-050417-272]"
"ENSDARG00000054575","ENSDARG00000054575","waif2","protein_coding",100884149,"Wnt-activated inhibitory factor 2 [Source:ZFIN;Acc:ZDB-GENE-120209-3]"
"ENSDARG00000054578","ENSDARG00000054578","arl6ip1","protein_coding",394087,"ADP-ribosylation factor-like 6 interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1087]"
"ENSDARG00000054583","ENSDARG00000054583","mfsd6b","protein_coding",447825,"major facilitator superfamily domain containing 6b [Source:ZFIN;Acc:ZDB-GENE-040912-84]"
"ENSDARG00000054584","ENSDARG00000054584","FO681288.1","protein_coding",100002134,"zinc/cadmium resistance protein-like [Source:NCBI gene;Acc:100002134]"
"ENSDARG00000054588","ENSDARG00000054588","cox6a2","protein_coding",447942,"cytochrome c oxidase subunit 6A2 [Source:ZFIN;Acc:ZDB-GENE-040912-129]"
"ENSDARG00000054597","ENSDARG00000054597","cnot6l","protein_coding",553665,"CCR4-NOT transcription complex, subunit 6-like [Source:ZFIN;Acc:ZDB-GENE-050522-302]"
"ENSDARG00000054606","ENSDARG00000054606","mrpl1","protein_coding",553284,"mitochondrial ribosomal protein L1 [Source:ZFIN;Acc:ZDB-GENE-060526-311]"
"ENSDARG00000054609","ENSDARG00000054609","slco2b1","protein_coding",792084,"solute carrier organic anion transporter family, member 2B1 [Source:ZFIN;Acc:ZDB-GENE-051023-6]"
"ENSDARG00000054610","ENSDARG00000054610","coro1a","protein_coding",100002113,"coronin, actin binding protein, 1A [Source:ZFIN;Acc:ZDB-GENE-030131-9512]"
"ENSDARG00000054616","ENSDARG00000054616","cldni","protein_coding",569084,"claudin i [Source:ZFIN;Acc:ZDB-GENE-010328-9]"
"ENSDARG00000054619","ENSDARG00000054619","fras1","protein_coding",563428,"Fraser extracellular matrix complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-060526-68]"
"ENSDARG00000054632","ENSDARG00000054632","fli1a","protein_coding",30619,"Fli-1 proto-oncogene, ETS transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-426]"
"ENSDARG00000054641","ENSDARG00000054641","tent5ab","protein_coding",571146,"terminal nucleotidyltransferase 5Ab [Source:ZFIN;Acc:ZDB-GENE-071004-35]"
"ENSDARG00000054645","ENSDARG00000054645","si:ch211-51c14.1","protein_coding",568811,"si:ch211-51c14.1 [Source:ZFIN;Acc:ZDB-GENE-120215-48]"
"ENSDARG00000054649","ENSDARG00000054649","rac1l","protein_coding",792699,"Rac family small GTPase 1, like [Source:ZFIN;Acc:ZDB-GENE-060315-6]"
"ENSDARG00000054655","ENSDARG00000054655","si:ch211-1f22.5","protein_coding",NA,"si:ch211-1f22.5 [Source:ZFIN;Acc:ZDB-GENE-121214-105]"
"ENSDARG00000054658","ENSDARG00000054658","slc34a1b","protein_coding",565599,"solute carrier family 34 (type II sodium/phosphate cotransporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-101006-4]"
"ENSDARG00000054666","ENSDARG00000054666","pgpep1","protein_coding",553547,"pyroglutamyl-peptidase I [Source:ZFIN;Acc:ZDB-GENE-050522-88]"
"ENSDARG00000054667","ENSDARG00000054667","adra2db","protein_coding",266755,"adrenergic, alpha-2D-, receptor b [Source:ZFIN;Acc:ZDB-GENE-021010-5]"
"ENSDARG00000054680","ENSDARG00000054680","chrna9","protein_coding",568807,"cholinergic receptor, nicotinic, alpha 9 [Source:ZFIN;Acc:ZDB-GENE-090312-63]"
"ENSDARG00000054683","ENSDARG00000054683","prdm8b","protein_coding",557162,"PR domain containing 8b [Source:ZFIN;Acc:ZDB-GENE-060526-174]"
"ENSDARG00000054690","ENSDARG00000054690","si:dkey-166k12.1","protein_coding",100001249,"si:dkey-166k12.1 [Source:ZFIN;Acc:ZDB-GENE-120215-78]"
"ENSDARG00000054696","ENSDARG00000054696","psmb4","protein_coding",550499,"proteasome subunit beta 4 [Source:ZFIN;Acc:ZDB-GENE-050417-333]"
"ENSDARG00000054700","ENSDARG00000054700","prlh2r","protein_coding",797157,"prolactin releasing hormone 2 receptor [Source:ZFIN;Acc:ZDB-GENE-120411-41]"
"ENSDARG00000054707","ENSDARG00000054707","dhx8","protein_coding",606595,"DEAH (Asp-Glu-Ala-His) box polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-050809-39]"
"ENSDARG00000054718","ENSDARG00000054718","or118-2","protein_coding",100150703,"odorant receptor, family F, subfamily 118, member 2 [Source:ZFIN;Acc:ZDB-GENE-070806-81]"
"ENSDARG00000054720","ENSDARG00000054720","or118-1","protein_coding",100148300,"odorant receptor, family F, subfamily 118, member 1 [Source:ZFIN;Acc:ZDB-GENE-070806-80]"
"ENSDARG00000054723","ENSDARG00000054723","si:ch211-242b18.1","protein_coding",566905,"si:ch211-242b18.1 [Source:ZFIN;Acc:ZDB-GENE-030131-1518]"
"ENSDARG00000054741","ENSDARG00000054741","prkg2","protein_coding",100125912,"protein kinase cGMP-dependent 2 [Source:ZFIN;Acc:ZDB-GENE-060531-80]"
"ENSDARG00000054744","ENSDARG00000054744","si:ch211-244e12.7","protein_coding",NA,"si:ch211-244e12.7 [Source:ZFIN;Acc:ZDB-GENE-131127-278]"
"ENSDARG00000054746","ENSDARG00000054746","uggt1","protein_coding",553288,"UDP-glucose glycoprotein glucosyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-061103-619]"
"ENSDARG00000054748","ENSDARG00000054748","cuedc1b","protein_coding",556847,"CUE domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-070424-29]"
"ENSDARG00000054749","ENSDARG00000054749","lmo4b","protein_coding",324849,"LIM domain only 4b [Source:ZFIN;Acc:ZDB-GENE-030131-3570]"
"ENSDARG00000054753","ENSDARG00000054753","col10a1a","protein_coding",558919,"collagen, type X, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-8373]"
"ENSDARG00000054754","ENSDARG00000054754","hs6st1a","protein_coding",553162,"heparan sulfate 6-O-sulfotransferase 1a [Source:ZFIN;Acc:ZDB-GENE-050524-1]"
"ENSDARG00000054755","ENSDARG00000054755","alox5ap","protein_coding",337376,"arachidonate 5-lipoxygenase-activating protein [Source:ZFIN;Acc:ZDB-GENE-030131-9322]"
"ENSDARG00000054771","ENSDARG00000054771","ghra","protein_coding",100001424,"growth hormone receptor a [Source:ZFIN;Acc:ZDB-GENE-070509-1]"
"ENSDARG00000054777","ENSDARG00000054777","si:dkey-46a10.3","protein_coding",325885,"si:dkey-46a10.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4610]"
"ENSDARG00000054778","ENSDARG00000054778","pogza","protein_coding",100535215,"pogo transposable element derived with ZNF domain a [Source:ZFIN;Acc:ZDB-GENE-040914-76]"
"ENSDARG00000054786","ENSDARG00000054786","faah2b","protein_coding",768298,"fatty acid amide hydrolase 2b [Source:ZFIN;Acc:ZDB-GENE-061027-358]"
"ENSDARG00000054789","ENSDARG00000054789","lysmd1","protein_coding",791996,"LysM, putative peptidoglycan-binding, domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1094]"
"ENSDARG00000054793","ENSDARG00000054793","emc10","protein_coding",565829,"ER membrane protein complex subunit 10 [Source:ZFIN;Acc:ZDB-GENE-030131-9045]"
"ENSDARG00000054794","ENSDARG00000054794","plcxd3","protein_coding",541487,"phosphatidylinositol-specific phospholipase C, X domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-050327-10]"
"ENSDARG00000054797","ENSDARG00000054797","zgc:153441","protein_coding",751745,"zgc:153441 [Source:ZFIN;Acc:ZDB-GENE-060825-39]"
"ENSDARG00000054799","ENSDARG00000054799","rfc1","protein_coding",100037336,"replication factor C (activator 1) 1 [Source:ZFIN;Acc:ZDB-GENE-070410-99]"
"ENSDARG00000054804","ENSDARG00000054804","anp32e","protein_coding",406562,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:ZFIN;Acc:ZDB-GENE-040426-2448]"
"ENSDARG00000054805","ENSDARG00000054805","btr09","protein_coding",100170790,"bloodthirsty-related gene family, member 9 [Source:ZFIN;Acc:ZDB-GENE-080722-46]"
